latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
43.65189,121.56668,323.44,1.24,1.1,6/17/2024,2:26,T,40,6.1NRT,306.52,7.61,D
43.48367,122.25467,325.04,1.33,1.14,6/17/2024,2:26,T,66,6.1NRT,309.01,14.42,D
43.48067,122.27051,323.28,1.34,1.15,6/17/2024,2:26,T,61,6.1NRT,307.72,11.47,D
41.38327,119.83458,333.43,1.14,1.07,6/17/2024,2:26,T,59,6.1NRT,310.87,20.56,D
41.84348,120.6903,324.23,1.22,1.1,6/17/2024,2:26,T,58,6.1NRT,307.87,13.94,D
41.82638,120.72985,324.37,1.22,1.1,6/17/2024,2:26,T,61,6.1NRT,305.93,12.97,D
41.82386,120.74402,325.51,1.22,1.1,6/17/2024,2:26,T,67,6.1NRT,306.1,14.03,D
41.81631,120.78628,325.19,1.23,1.1,6/17/2024,2:26,T,59,6.1NRT,306.11,16.42,D
41.3829,122.37189,321.66,1.49,1.21,6/17/2024,2:26,T,12,6.1NRT,305.4,13.52,D
41.56555,120.39351,325.63,1.2,1.09,6/17/2024,2:26,T,42,6.1NRT,309.2,11.49,D
41.5089,120.35481,319.15,1.19,1.09,6/17/2024,2:26,T,20,6.1NRT,305.77,7.11,D
41.32806,121.24261,323.1,1.31,1.14,6/17/2024,2:26,T,58,6.1NRT,309.37,12.2,D
69.3108,139.65022,338.99,1.53,1.22,6/17/2024,2:26,A,91,6.1NRT,297.4,69.38,D
69.29408,139.6389,325.25,1.53,1.22,6/17/2024,2:26,A,83,6.1NRT,298.43,35.34,D
69.30184,139.66794,319.06,1.53,1.22,6/17/2024,2:26,A,78,6.1NRT,296.8,23.13,D
70.33764,144.23012,316.17,1.16,1.07,6/17/2024,2:26,A,25,6.1NRT,290.84,13.52,D
41.32523,121.25784,322.53,1.32,1.14,6/17/2024,2:26,T,70,6.1NRT,308.51,9.94,D
42.05523,119.51201,325.88,1.1,1.04,6/17/2024,2:26,T,48,6.1NRT,312.1,7.1,D
41.3909,123.26831,322.24,1.67,1.27,6/17/2024,2:26,T,68,6.1NRT,299.23,23.54,D
41.38977,123.27444,322.82,1.67,1.27,6/17/2024,2:26,T,76,6.1NRT,299.05,26.14,D
41.8601,120.83736,321.08,1.23,1.1,6/17/2024,2:26,T,61,6.1NRT,306.7,11.65,D
41.39605,123.35881,317.1,1.69,1.28,6/17/2024,2:26,T,68,6.1NRT,301.48,13.27,D
42.31955,119.92962,327.95,1.12,1.06,6/17/2024,2:26,T,66,6.1NRT,311.2,11.7,D
45.6264,122.91382,320.38,1.3,1.13,6/17/2024,2:26,T,67,6.1NRT,299.67,17.49,D
45.57879,122.88924,314.76,1.3,1.13,6/17/2024,2:26,T,29,6.1NRT,299.48,8.6,D
45.62205,121.71761,316.47,1.16,1.07,6/17/2024,2:26,T,54,6.1NRT,299.89,8.04,D
45.4122,121.67666,324.75,1.17,1.08,6/17/2024,2:26,T,75,6.1NRT,305.74,13.38,D
47.94212,122.8136,315.04,1.17,1.08,6/17/2024,2:26,T,51,6.1NRT,295.89,12.22,D
47.75648,122.74464,311.83,1.17,1.08,6/17/2024,2:26,T,69,6.1NRT,297.19,8.56,D
47.51412,122.88045,310.72,1.2,1.09,6/17/2024,2:26,T,51,6.1NRT,298.23,7.2,D
47.17219,124.6805,306.97,1.44,1.19,6/17/2024,2:26,T,55,6.1NRT,293.89,7.34,D
41.73435,123.54714,318.87,1.7,1.28,6/17/2024,2:26,T,54,6.1NRT,302.26,10.72,D
42.59413,120.07455,334.52,1.12,1.06,6/17/2024,2:26,T,78,6.1NRT,315.15,16.7,D
42.9043,119.04087,326.62,1.04,1.02,6/17/2024,2:26,T,38,6.1NRT,311.87,6.45,D
42.21507,123.44401,317.04,1.63,1.26,6/17/2024,2:26,T,63,6.1NRT,302.45,15.41,D
41.27723,120.55046,321.79,1.23,1.1,6/17/2024,2:26,T,66,6.1NRT,306.64,11.62,D
41.4355,119.64326,331.01,1.12,1.06,6/17/2024,2:26,T,60,6.1NRT,312.76,17.85,D
41.56102,119.23623,326.54,1.09,1.04,6/17/2024,2:26,T,57,6.1NRT,312.81,8.82,D
42.45452,123.36309,322.64,1.6,1.24,6/17/2024,2:26,T,53,6.1NRT,303.43,19.48,D
42.45822,123.34459,319.95,1.59,1.24,6/17/2024,2:26,T,25,6.1NRT,302.33,13.48,D
43.04206,120.78374,324.95,1.18,1.08,6/17/2024,2:26,T,60,6.1NRT,309.05,9.59,D
42.80216,123.33737,320.28,1.56,1.23,6/17/2024,2:26,T,61,6.1NRT,303.72,15.2,D
43.63478,121.30712,327.82,1.21,1.09,6/17/2024,2:26,T,64,6.1NRT,306.97,14.68,D
47.11188,123.07809,313.57,1.24,1.1,6/17/2024,2:26,T,32,6.1NRT,300.34,5.83,D
39.86404,117.58232,321.24,1.03,1.01,6/17/2024,2:28,T,45,6.1NRT,306.82,7.51,D
39.46888,118.26093,323.9,1.07,1.03,6/17/2024,2:28,T,36,6.1NRT,309.04,8.78,D
39.56849,117.69335,321.09,1.04,1.02,6/17/2024,2:28,T,54,6.1NRT,307.14,7.96,D
39.57032,117.68165,326.33,1.03,1.02,6/17/2024,2:28,T,70,6.1NRT,306.52,13.99,D
39.57739,117.69566,350.76,1.04,1.02,6/17/2024,2:28,T,95,6.1NRT,307.92,53.72,D
39.57922,117.68396,360.01,1.03,1.02,6/17/2024,2:28,T,100,6.1NRT,309.17,77.05,D
39.61653,117.50617,321.93,1.03,1.01,6/17/2024,2:28,T,50,6.1NRT,304.7,9.28,D
39.61995,117.5433,318.81,1.03,1.01,6/17/2024,2:28,T,35,6.1NRT,305.63,7.62,D
39.62467,117.69009,324.66,1.03,1.02,6/17/2024,2:28,T,50,6.1NRT,307.47,8.91,D
39.62651,117.6784,339.25,1.03,1.02,6/17/2024,2:28,T,87,6.1NRT,308.83,29.81,D
39.61052,117.95605,323.81,1.05,1.02,6/17/2024,2:28,T,66,6.1NRT,308.21,9.72,D
36.98746,117.17168,324.71,1.05,1.02,6/17/2024,2:28,T,40,6.1NRT,305.64,8.76,D
36.47617,120.01486,323.21,1.41,1.17,6/17/2024,2:28,T,59,6.1NRT,309.32,11.82,D
36.87337,117.24544,325.11,1.06,1.03,6/17/2024,2:28,T,63,6.1NRT,302.97,9.35,D
36.87151,117.25697,323.18,1.06,1.03,6/17/2024,2:28,T,55,6.1NRT,302.55,7.43,D
36.87002,117.09498,322.63,1.05,1.02,6/17/2024,2:28,T,20,6.1NRT,303.35,4.43,D
36.81342,116.74609,323.1,1.03,1.01,6/17/2024,2:28,T,36,6.1NRT,304.09,5.47,D
36.13721,119.76905,323.61,1.39,1.17,6/17/2024,2:28,T,43,6.1NRT,309.84,11.21,D
36.12771,119.70432,325.51,1.37,1.16,6/17/2024,2:28,T,72,6.1NRT,310.25,15.94,D
36.07359,119.94085,323.53,1.42,1.18,6/17/2024,2:28,T,33,6.1NRT,308.92,10.65,D
36.20377,117.20038,324.27,1.07,1.03,6/17/2024,2:28,T,60,6.1NRT,304.02,9.37,D
36.3053,116.49646,319.2,1.03,1.01,6/17/2024,2:28,T,39,6.1NRT,302.38,5.27,D
36.17663,117.19383,323.96,1.07,1.03,6/17/2024,2:28,T,56,6.1NRT,304.34,8.97,D
36.18462,116.96927,323.06,1.05,1.03,6/17/2024,2:28,T,65,6.1NRT,304.24,8.94,D
36.0272,117.08562,325.82,1.07,1.03,6/17/2024,2:28,T,30,6.1NRT,304.26,10.32,D
36.00729,117.09277,328.27,1.07,1.03,6/17/2024,2:28,T,56,6.1NRT,304.06,12.35,D
35.91901,117.06512,323.54,1.07,1.03,6/17/2024,2:28,T,45,6.1NRT,304.55,8.77,D
35.91716,117.07661,322.31,1.07,1.03,6/17/2024,2:28,T,33,6.1NRT,303.85,6.58,D
35.69659,116.47915,325.6,1.04,1.02,6/17/2024,2:28,T,50,6.1NRT,305.97,8.03,D
35.59776,117.04707,326.54,1.07,1.03,6/17/2024,2:28,T,28,6.1NRT,305.02,9.09,D
35.59592,117.05857,326.07,1.07,1.03,6/17/2024,2:28,T,44,6.1NRT,305.08,8.88,D
35.59053,117.03341,323.88,1.07,1.03,6/17/2024,2:28,T,39,6.1NRT,304.7,7.38,D
35.44025,116.45869,326.7,1.04,1.02,6/17/2024,2:28,T,62,6.1NRT,306.14,9.09,D
35.33976,116.80185,325.18,1.06,1.03,6/17/2024,2:28,T,29,6.1NRT,303.79,6.95,D
39.65867,117.65025,323.04,1.03,1.01,6/17/2024,2:28,T,24,6.1NRT,306.54,9.09,D
39.6605,117.63857,324.46,1.03,1.01,6/17/2024,2:28,T,57,6.1NRT,308.71,12.08,D
39.76161,117.09952,322.87,1.01,1,6/17/2024,2:28,T,43,6.1NRT,309.18,9.85,D
39.66888,118.7433,323.21,1.1,1.05,6/17/2024,2:28,T,65,6.1NRT,306.56,10.41,D
39.4373,118.45519,321.1,1.09,1.04,6/17/2024,2:28,T,60,6.1NRT,306.67,6.17,D
39.80105,118.04346,321.55,1.05,1.02,6/17/2024,2:28,T,59,6.1NRT,307.25,7.82,D
39.96339,117.42046,321.48,1.02,1.01,6/17/2024,2:28,T,23,6.1NRT,304.25,6.86,D
39.80248,118.71463,322.85,1.1,1.04,6/17/2024,2:28,T,61,6.1NRT,306.92,10.63,D
39.98174,118.65365,319.3,1.09,1.04,6/17/2024,2:28,T,48,6.1NRT,305.19,5.84,D
40.09134,118.43428,318.27,1.07,1.03,6/17/2024,2:28,T,26,6.1NRT,305.39,7.09,D
40.20935,118.22036,323.65,1.05,1.02,6/17/2024,2:28,T,53,6.1NRT,309.5,9.82,D
40.78011,118.36821,319.26,1.05,1.02,6/17/2024,2:28,T,46,6.1NRT,308.62,7.8,D
34.73317,116.59354,325.5,1.06,1.03,6/17/2024,2:28,T,41,6.1NRT,302.08,10.11,D
34.73506,116.64069,322.79,1.06,1.03,6/17/2024,2:28,T,45,6.1NRT,299.61,8.76,D
34.73684,116.62941,322.58,1.06,1.03,6/17/2024,2:28,T,38,6.1NRT,300.05,7.4,D
34.87948,116.66319,323.99,1.06,1.03,6/17/2024,2:28,T,58,6.1NRT,301.02,11.06,D
34.86306,116.88331,322.08,1.08,1.04,6/17/2024,2:28,T,46,6.1NRT,299.61,11.52,D
34.96565,116.41103,320.19,1.04,1.02,6/17/2024,2:28,T,49,6.1NRT,300.65,5.93,D
35.01684,116.67232,323.69,1.06,1.03,6/17/2024,2:28,T,58,6.1NRT,301.48,11.24,D
35.01865,116.66105,322.71,1.06,1.03,6/17/2024,2:28,T,47,6.1NRT,300.69,9.65,D
38.06434,117.34454,324.91,1.04,1.02,6/17/2024,2:28,T,63,6.1NRT,307.72,7.8,D
38.48473,115.9151,325.85,1,1,6/17/2024,2:28,T,61,6.1NRT,309.87,8.53,D
38.33947,117.30576,323.77,1.04,1.02,6/17/2024,2:28,T,57,6.1NRT,308.45,7.39,D
38.7594,114.66349,328.84,1.03,1.01,6/17/2024,2:28,T,68,6.1NRT,312.64,9.53,D
39.35575,110.38035,318.59,1.6,1.24,6/17/2024,2:28,T,43,6.1NRT,297.42,8.28,D
38.92731,115.65869,324.19,1,1,6/17/2024,2:28,T,60,6.1NRT,309.86,5.88,D
39.10693,115.63032,326.16,1,1,6/17/2024,2:28,T,68,6.1NRT,310.3,8.12,D
38.89273,117.26654,323.05,1.03,1.01,6/17/2024,2:28,T,24,6.1NRT,309.12,9.33,D
39.16023,115.64893,332.74,1,1,6/17/2024,2:28,T,79,6.1NRT,310.57,15.55,D
39.25459,115.69985,327.7,1,1,6/17/2024,2:28,T,71,6.1NRT,310.16,9.74,D
39.2634,115.70186,330.74,1,1,6/17/2024,2:28,T,76,6.1NRT,310.38,13.84,D
39.02318,117.38348,328.86,1.03,1.01,6/17/2024,2:28,T,62,6.1NRT,307.41,16.97,D
39.02498,117.37193,325.01,1.03,1.01,6/17/2024,2:28,T,53,6.1NRT,307.36,11.84,D
39.1134,117.03664,322.6,1.01,1.01,6/17/2024,2:28,T,0,6.1NRT,308.25,6.2,D
39.28796,116.24008,325.74,1,1,6/17/2024,2:28,T,68,6.1NRT,309.66,8.13,D
39.24788,117.30897,321.94,1.02,1.01,6/17/2024,2:28,T,31,6.1NRT,308.24,7.66,D
39.31844,117.27351,326.13,1.02,1.01,6/17/2024,2:28,T,66,6.1NRT,309.53,12.5,D
39.42456,117.18677,327.6,1.02,1.01,6/17/2024,2:28,T,46,6.1NRT,309.19,11.9,D
39.43682,117.10651,331.06,1.01,1.01,6/17/2024,2:28,T,63,6.1NRT,309.86,13.69,D
39.45593,116.98074,322.76,1.01,1,6/17/2024,2:28,T,48,6.1NRT,308.02,8.29,D
39.45766,116.96933,320.55,1.01,1,6/17/2024,2:28,T,46,6.1NRT,307.39,6.8,D
39.44041,117.1431,325.94,1.01,1.01,6/17/2024,2:28,T,48,6.1NRT,308.57,8.88,D
39.44216,117.13164,328.1,1.01,1.01,6/17/2024,2:28,T,56,6.1NRT,309.71,10.83,D
39.4474,117.09727,327.67,1.01,1.01,6/17/2024,2:28,T,34,6.1NRT,310.3,9.64,D
39.35943,117.7244,325.8,1.04,1.02,6/17/2024,2:28,T,38,6.1NRT,307.84,12.75,D
39.37963,117.59585,324.84,1.03,1.02,6/17/2024,2:28,T,69,6.1NRT,309.32,12.97,D
39.4879,117.07172,328.38,1.01,1.01,6/17/2024,2:28,T,76,6.1NRT,310.85,11.27,D
39.4377,117.58086,328.38,1.03,1.01,6/17/2024,2:28,T,76,6.1NRT,306.95,17.9,D
39.51618,117.07333,328.26,1.01,1.01,6/17/2024,2:28,T,59,6.1NRT,310.13,9.67,D
39.525,117.07553,334.68,1.01,1.01,6/17/2024,2:28,T,83,6.1NRT,310.01,17.93,D
39.39594,117.96131,324.38,1.05,1.02,6/17/2024,2:28,T,65,6.1NRT,307.73,10.25,D
39.42228,117.79601,324.32,1.04,1.02,6/17/2024,2:28,T,0,6.1NRT,307.82,11,D
39.51458,117.20388,331.1,1.02,1.01,6/17/2024,2:28,T,75,6.1NRT,307.43,15.89,D
39.41388,117.96602,323.24,1.05,1.02,6/17/2024,2:28,T,49,6.1NRT,306.45,8.7,D
39.5445,117.12798,324.34,1.01,1.01,6/17/2024,2:28,T,45,6.1NRT,308.86,6.79,D
39.57906,116.89927,322.15,1.01,1,6/17/2024,2:28,T,54,6.1NRT,306.33,6.93,D
39.26033,118.96101,322.95,1.13,1.06,6/17/2024,2:28,T,54,6.1NRT,302.68,10.41,D
39.60376,116.9172,325.53,1.01,1,6/17/2024,2:28,T,68,6.1NRT,307.77,10.35,D
39.56063,117.26919,320.11,1.02,1.01,6/17/2024,2:28,T,37,6.1NRT,306.12,7.27,D
39.4815,117.89102,335.54,1.05,1.02,6/17/2024,2:28,T,84,6.1NRT,306.34,27.03,D
39.49839,117.785,323.85,1.04,1.02,6/17/2024,2:28,T,67,6.1NRT,306.33,10.8,D
39.51474,117.74037,322.21,1.04,1.02,6/17/2024,2:28,T,55,6.1NRT,308.26,7.8,D
39.51659,117.72865,326.25,1.04,1.02,6/17/2024,2:28,T,72,6.1NRT,307.83,12.46,D
39.60483,117.28034,325.82,1.02,1.01,6/17/2024,2:28,T,69,6.1NRT,307.61,11.58,D
39.60659,117.26883,322.19,1.02,1.01,6/17/2024,2:28,T,31,6.1NRT,307.5,8.13,D
39.59234,117.42115,321.75,1.02,1.01,6/17/2024,2:28,T,36,6.1NRT,308.17,9.02,D
39.43531,118.46741,327.74,1.09,1.04,6/17/2024,2:28,T,75,6.1NRT,307.43,14.85,D
37.01439,117.17825,322.56,1.05,1.02,6/17/2024,2:28,T,49,6.1NRT,304.2,7.03,D
37.16378,117.11404,323.08,1.05,1.02,6/17/2024,2:28,T,33,6.1NRT,304.17,6.71,D
37.49223,115.03397,340.23,1.01,1,6/17/2024,2:28,T,86,6.1NRT,313.48,27.03,D
37.49377,115.02286,326.87,1.01,1,6/17/2024,2:28,T,68,6.1NRT,311.93,8.06,D
37.26512,117.58514,325.85,1.07,1.03,6/17/2024,2:28,T,39,6.1NRT,306.17,7.38,D
37.26701,117.57339,324.64,1.07,1.03,6/17/2024,2:28,T,12,6.1NRT,305.6,5.96,D
37.67833,116.2426,325.37,1.01,1,6/17/2024,2:28,T,62,6.1NRT,309.45,8.11,D
37.75757,117.17201,322.66,1.04,1.02,6/17/2024,2:28,T,47,6.1NRT,305.75,6.73,D
37.69554,117.73691,324.66,1.07,1.03,6/17/2024,2:28,T,63,6.1NRT,304.26,11.75,D
37.89001,116.79817,324.72,1.02,1.01,6/17/2024,2:28,T,61,6.1NRT,308.11,8.53,D
37.81302,117.40765,322.93,1.05,1.02,6/17/2024,2:28,T,23,6.1NRT,305.7,7.32,D
37.93566,117.39609,330.65,1.05,1.02,6/17/2024,2:28,T,75,6.1NRT,307.28,16.78,D
37.93749,117.38451,325.88,1.05,1.02,6/17/2024,2:28,T,66,6.1NRT,306.73,10.56,D
38.00715,116.9381,327.78,1.02,1.01,6/17/2024,2:28,T,70,6.1NRT,308.97,12.07,D
37.98506,117.25903,325.52,1.04,1.02,6/17/2024,2:28,T,64,6.1NRT,307.82,7.58,D
38.05283,117.29976,323.69,1.04,1.02,6/17/2024,2:28,T,58,6.1NRT,307.29,6.07,D
32.18951,115.62224,324.51,1.04,1.02,6/17/2024,2:30,T,31,6.1NRT,303.66,9.13,D
32.17737,114.54225,316.85,1,1,6/17/2024,2:30,T,36,6.1NRT,300.19,6.48,D
32.23201,114.1055,314.09,1,1,6/17/2024,2:30,T,51,6.1NRT,298.89,5.39,D
31.85435,115.86863,327.77,1.07,1.03,6/17/2024,2:30,T,68,6.1NRT,303.36,17.15,D
31.8453,115.86666,324.23,1.07,1.03,6/17/2024,2:30,T,74,6.1NRT,302.92,13.91,D
31.33755,118.49692,318.5,1.44,1.19,6/17/2024,2:30,T,32,6.1NRT,297.45,12.12,D
31.22068,118.95829,318.33,1.55,1.23,6/17/2024,2:30,T,70,6.1NRT,296.71,19.64,D
32.16281,112.25497,315.63,1.07,1.03,6/17/2024,2:30,T,56,6.1NRT,294.5,5.47,D
34.46752,113.89103,316.92,1.01,1.01,6/17/2024,2:30,T,57,6.1NRT,298.02,6.09,D
34.3723,115.69717,318.66,1.02,1.01,6/17/2024,2:30,T,62,6.1NRT,299.56,6.53,D
34.4345,115.58849,320.74,1.01,1.01,6/17/2024,2:30,T,65,6.1NRT,301.36,6.48,D
31.2151,118.19953,322.05,1.39,1.17,6/17/2024,2:30,T,64,6.1NRT,299.86,15.31,D
30.94783,118.65678,306.02,1.5,1.21,6/17/2024,2:30,T,24,6.1NRT,276,9.34,D
30.91022,118.2861,313.76,1.43,1.18,6/17/2024,2:30,T,38,6.1NRT,287.73,15.63,D
30.72138,115.35828,319.35,1.05,1.03,6/17/2024,2:30,T,45,6.1NRT,299.19,9.43,D
30.71969,115.36901,316.72,1.05,1.03,6/17/2024,2:30,T,31,6.1NRT,298,6.75,D
30.74905,114.5786,323.97,1.01,1.01,6/17/2024,2:30,T,48,6.1NRT,300.16,10.3,D
32.19119,115.61147,328.62,1.04,1.02,6/17/2024,2:30,T,64,6.1NRT,303.6,15.47,D
31.89357,119.84068,322.63,1.7,1.28,6/17/2024,2:30,T,35,6.1NRT,298.69,19.43,D
31.40076,119.67586,317.35,1.7,1.28,6/17/2024,2:30,T,58,6.1NRT,297.53,17.05,D
31.49354,119.85851,316.23,1.74,1.29,6/17/2024,2:30,T,60,6.1NRT,296.52,14.2,D
23.25623,113.08471,317.52,1.03,1.02,6/17/2024,2:32,T,47,6.1NRT,294.34,9.16,D
22.94546,113.12348,316.73,1.04,1.02,6/17/2024,2:32,T,36,6.1NRT,294.96,7.24,D
22.92005,113.10889,317.35,1.04,1.02,6/17/2024,2:32,T,58,6.1NRT,295.94,8.58,D
15.18437,108.54689,315.76,1.06,1.03,6/17/2024,2:34,T,68,6.1NRT,296.36,7.57,D
22.89235,113.04691,318.77,1.04,1.02,6/17/2024,2:34,T,39,6.1NRT,294.21,9.36,D
22.7904,113.17116,318.99,1.05,1.02,6/17/2024,2:34,T,45,6.1NRT,297.45,7.8,D
22.78962,112.87205,309.28,1.03,1.01,6/17/2024,2:34,T,45,6.1NRT,288.35,4.32,D
22.6723,113.03654,314.6,1.04,1.02,6/17/2024,2:34,T,37,6.1NRT,295.39,6.52,D
22.73868,112.21866,315.18,1,1,6/17/2024,2:34,T,59,6.1NRT,294.58,5.73,D
22.69589,112.2017,321.45,1,1,6/17/2024,2:34,T,35,6.1NRT,297.89,9.13,D
22.43249,113.09397,313.52,1.05,1.02,6/17/2024,2:34,T,49,6.1NRT,293.73,6.17,D
22.38397,112.68108,315.48,1.02,1.01,6/17/2024,2:34,T,28,6.1NRT,296.22,6.85,D
21.05062,110.4838,321.05,1.02,1.01,6/17/2024,2:34,T,45,6.1NRT,299.99,6.8,D
20.34707,110.57501,314,1.01,1.01,6/17/2024,2:34,T,60,6.1NRT,293.02,8.66,D
20.07155,110.23586,312.56,1.02,1.01,6/17/2024,2:34,T,40,6.1NRT,294.15,7.06,D
14.64156,108.94202,313.85,1.03,1.01,6/17/2024,2:34,T,65,6.1NRT,288.59,7.39,D
14.09922,109.06165,316.54,1.02,1.01,6/17/2024,2:34,T,67,6.1NRT,294.83,6.69,D
15.0618,108.43764,315.01,1.07,1.03,6/17/2024,2:34,T,60,6.1NRT,294.94,7.07,D
15.06046,108.44728,312.89,1.07,1.03,6/17/2024,2:34,T,40,6.1NRT,294.88,5.06,D
15.00571,108.43927,313.95,1.07,1.03,6/17/2024,2:34,T,56,6.1NRT,294.28,5.67,D
15.00438,108.449,313.12,1.07,1.03,6/17/2024,2:34,T,63,6.1NRT,294.22,5.16,D
15.55969,108.16539,315.19,1.11,1.05,6/17/2024,2:34,T,65,6.1NRT,293.08,7.95,D
15.35009,108.68099,314.55,1.06,1.03,6/17/2024,2:34,T,63,6.1NRT,294.65,6.44,D
14.78424,108.7766,316.59,1.04,1.02,6/17/2024,2:34,T,62,6.1NRT,293.58,7.84,D
15.33235,108.27453,329.15,1.09,1.04,6/17/2024,2:34,T,83,6.1NRT,294.93,24.14,D
15.32312,108.27332,328.28,1.09,1.04,6/17/2024,2:34,T,82,6.1NRT,294.21,23.19,D
10.70221,107.72746,319.82,1.05,1.02,6/17/2024,2:36,T,67,6.1NRT,296.74,10.04,D
12.7254,108.80731,314.6,1.02,1.01,6/17/2024,2:36,T,55,6.1NRT,296.81,5.92,D
12.72411,108.81644,313.83,1.01,1.01,6/17/2024,2:36,T,46,6.1NRT,297.19,5.69,D
12.66268,108.72699,324.16,1.02,1.01,6/17/2024,2:36,T,75,6.1NRT,297.71,14.34,D
12.66138,108.73618,345.8,1.02,1.01,6/17/2024,2:36,T,93,6.1NRT,298.58,47.41,D
11.0367,107.17189,318.52,1.11,1.05,6/17/2024,2:36,T,31,6.1NRT,297.09,7.91,D
10.75776,107.85655,317.66,1.04,1.02,6/17/2024,2:36,T,62,6.1NRT,298.22,6.06,D
10.67369,107.73309,327.1,1.05,1.02,6/17/2024,2:36,T,78,6.1NRT,297.07,17.57,D
10.76408,105.70229,322.1,1.33,1.14,6/17/2024,2:36,T,72,6.1NRT,294.41,19.6,D
52.49289,4.61773,308.73,1.02,1.01,6/17/2024,2:38,A,62,6.1NRT,284.84,11.56,N
3.26275,103.4233,309.46,1.5,1.21,6/17/2024,2:38,T,25,6.1NRT,289.41,7.33,D
-6.96953,107.61671,315.52,1.14,1.06,6/17/2024,2:41,T,65,6.1NRT,298.43,5.71,D
-7.05043,107.74528,313.79,1.16,1.07,6/17/2024,2:41,T,26,6.1NRT,298.64,6.41,D
32.94865,3.2223,304.42,1.95,1.36,6/17/2024,2:45,A,60,6.1NRT,293.82,13.22,N
32.94458,3.24219,308.59,1.95,1.36,6/17/2024,2:45,A,75,6.1NRT,294.4,20.06,N
14.03802,-12.3229,306.9,1.48,1.2,6/17/2024,2:51,A,70,6.1NRT,293.83,7.66,N
18.17621,-95.3269,305.87,1.96,1.37,6/17/2024,3:34,T,66,6.1NRT,289.96,11.5,N
30.63854,-94.45706,305.28,1.09,1.04,6/17/2024,3:36,T,58,6.1NRT,294.99,5.17,N
25.70345,-97.59027,306.81,2.02,1.38,6/17/2024,3:36,T,68,6.1NRT,295.74,11.61,N
41.47789,-90.82726,303.83,1.36,1.15,6/17/2024,3:40,T,57,6.1NRT,293.07,6.9,N
-10.22146,150.44321,310.59,3.06,1.66,6/17/2024,3:42,A,25,6.1NRT,299.64,35.73,D
45.17904,-89.6172,305.98,1.75,1.3,6/17/2024,3:42,T,61,6.1NRT,290.59,15.91,N
66.28338,-128.48482,316.85,2.48,1.52,6/17/2024,3:49,T,47,6.1NRT,283.94,53.36,D
66.21766,-128.63596,314.17,2.52,1.53,6/17/2024,3:49,T,41,6.1NRT,284.49,49.17,D
66.26959,-128.52806,328.33,2.49,1.52,6/17/2024,3:49,T,67,6.1NRT,286.27,94.66,D
38.76648,141.48579,315.16,1.54,1.22,6/17/2024,3:55,A,69,6.1NRT,294.5,18.03,D
69.2959,139.64096,311.93,3.35,1.73,6/17/2024,3:57,T,60,6.1NRT,293.02,50.35,D
52.98291,130.04646,306.48,2.35,1.48,6/17/2024,4:00,A,33,6.1NRT,291.08,19.78,D
52.97475,130.0146,308.89,2.36,1.48,6/17/2024,4:00,A,49,6.1NRT,292.63,25.22,D
53.00339,129.95753,307,2.37,1.49,6/17/2024,4:00,A,20,6.1NRT,289.05,19.34,D
53.00021,129.95259,306.48,2.37,1.49,6/17/2024,4:00,A,34,6.1NRT,289.62,18.74,D
53.26697,128.4929,318.64,2.69,1.57,6/17/2024,4:00,A,43,6.1NRT,293.47,53.33,D
53.31849,128.62732,318.7,2.64,1.56,6/17/2024,4:00,A,61,6.1NRT,293.31,54.15,D
56.1433,130.53943,332.38,1.75,1.3,6/17/2024,4:00,A,88,6.1NRT,298.37,65.73,D
56.14934,130.56522,378,1.74,1.29,6/17/2024,4:00,A,100,6.1NRT,312.1,318.85,D
66.66018,80.45035,300.81,4.31,1.92,6/17/2024,4:00,T,42,6.1NRT,285.49,36.58,D
61.34761,112.81044,368.71,1.78,1.31,6/17/2024,4:00,T,100,6.1NRT,289.46,260.1,D
61.35148,112.80785,350.51,1.78,1.31,6/17/2024,4:00,T,96,6.1NRT,289.75,145.32,D
55.14859,129.06613,323.09,2.17,1.43,6/17/2024,4:00,A,52,6.1NRT,289.15,54.84,D
57.31684,131.99751,312.06,1.42,1.18,6/17/2024,4:00,A,72,6.1NRT,295.74,15.31,D
55.16023,129.05696,325.59,2.17,1.43,6/17/2024,4:00,A,59,6.1NRT,289.23,61.08,D
66.77277,129.12506,304.25,2.91,1.63,6/17/2024,4:00,T,53,6.1NRT,284.41,17.72,D
57.31262,131.97791,321.62,1.42,1.18,6/17/2024,4:00,A,81,6.1NRT,295.46,29.7,D
54.82956,128.43909,305.45,2.37,1.49,6/17/2024,4:00,A,0,6.1NRT,281.4,13.52,D
63.57052,134.52817,305.3,1,1,6/17/2024,4:02,A,29,6.1NRT,292.11,3.98,D
63.15625,133.61734,320.11,1.02,1.01,6/17/2024,4:02,A,25,6.1NRT,293.65,14.34,D
64.51063,156.5909,334.62,4.03,1.86,6/17/2024,4:02,A,89,6.1NRT,292.51,234.38,D
64.49393,156.59119,319.57,4.03,1.86,6/17/2024,4:02,A,32,6.1NRT,293.99,99.16,D
64.50443,156.60088,339.55,4.03,1.86,6/17/2024,4:02,A,91,6.1NRT,293.79,290.38,D
64.47134,156.517,332.14,4,1.86,6/17/2024,4:02,A,87,6.1NRT,294.85,204.09,D
64.4547,156.51587,319.27,4,1.86,6/17/2024,4:02,A,59,6.1NRT,293.88,99.66,D
